Species,Antigen,Clone,Catalog no.,Flurochrome,Product name,Acetone human,4% PFA human,FFPE human,FFPE human RNAsky,Acetone mouse,4% PFA mouse,FFPE mouse,Gene names,Antibody type,Company
mouse,CD88 (C5AR),REA1206,130-123-187,PE,"CD88 (C5AR) Antibody, anti-mouse, REAfinity™",,,,,no,yes,,C5AR; C5AR1; C5R1; CD88; D7MSU1,REA,Miltenyi
human,CD88 (C5AR),REA1213,130-123-380,APC,"CD88 (C5AR) Antibody, anti-human, REAfinity™",yes,no,yes,,,,,C5A; C5AR; C5AR1; C5R1; CD88,REA,Miltenyi
human,CD88 (C5AR),REA1213,130-123-379,PE,"CD88 (C5AR) Antibody, anti-human, REAfinity™",yes,no,yes,,,,,C5A; C5AR; C5AR1; C5R1; CD88,REA,Miltenyi
mouse,CD88 (C5AR),20/70,130-120-804,APC,"CD88 (C5AR) Antibody, anti-mouse",,,,,no,yes,,C5AR; C5AR1; C5R1; CD88; D7MSU1,Hybridoma,Miltenyi
mouse,CD88 (C5AR),20/70,130-106-123,PE,"CD88 (C5AR) Antibody, anti-mouse",,,,,no,yes,,C5AR; C5AR1; C5R1; CD88; D7MSU1,Hybridoma,Miltenyi
human,CD88 (C5AR),S5/1,130-104-285,PE,"CD88 (C5AR) Antibody, anti-human",yes,no,yes,,,,,C5A; C5AR; C5AR1; C5R1; CD88,Hybridoma,Miltenyi
human,CD89,REA234,130-101-383,APC,"CD89 Antibody, anti-human, REAfinity™",no,yes,no,,,,,CD89; CTB-61M7.2; FCALPHARI; FCAR,REA,Miltenyi
human,CD89,REA234,130-132-448,FITC,"CD89 Antibody, anti-human, REAfinity™",no,yes,no,,,,,CD89; CTB-61M7.2; FCALPHARI; FCAR,REA,Miltenyi
human,CD89,REA234,130-126-378,PE,"CD89 Antibody, anti-human, REAfinity™",no,yes,no,,,,,CD89; CTB-61M7.2; FCALPHARI; FCAR,REA,Miltenyi
human,CD8a,REA1024,130-117-202,APC,"CD8a Antibody, anti-human, REAfinity™",,,yes,yes,,,,CD8A; CD8; P32; LEU2,REA,Miltenyi
human,CD8a,REA1024,130-117-200,FITC,"CD8a Antibody, anti-human, REAfinity™",,,yes,yes,,,,CD8A; CD8; P32; LEU2,REA,Miltenyi
human,CD8a,REA1024,130-117-201,PE,"CD8a Antibody, anti-human, REAfinity™",,,yes,yes,,,,CD8A; CD8; P32; LEU2,REA,Miltenyi
mouse,CD8a,53-6.7,130-120-159,APC,"CD8a Antibody, anti-mouse",,,,,yes,no,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,Hybridoma,Miltenyi
mouse,CD8a,53-6.7,130-118-468,FITC,"CD8a Antibody, anti-mouse",,,,,yes,no,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,Hybridoma,Miltenyi
mouse,CD8a,53-6.7,130-102-595,PE,"CD8a Antibody, anti-mouse",,,,,yes,no,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,Hybridoma,Miltenyi
mouse,CD8a,REA601,130-117-776,APC,"CD8a Antibody, anti-mouse, REAfinity™",,,,,yes,no,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,REA,Miltenyi
mouse,CD8a,REA601,130-123-781,PE,"CD8a Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,REA,Miltenyi
mouse,CD8a,REAL137,130-112-082,FITC,"CD8a Antibody, anti-mouse, REAlease®",,,,,yes,yes,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,REAL,Miltenyi
mouse,CD8a,REAL137,130-118-065,PE,"CD8a Antibody, anti-mouse, REAlease®",,,,,yes,yes,,BB154331; CD8A; LY-2; LY-35; LY-B; LYT-2,REAL,Miltenyi
human,CD8b,REAL398,130-120-877,APC,"CD8b Antibody, anti-human, REAlease®",yes,,,,,,,CD8B; CD8B1; LEU2; LY3; LYT3; P37,REAL,Miltenyi
human,CD8b,REAL398,130-119-598,PE,"CD8b Antibody, anti-human, REAlease®",yes,,,,,,,CD8B; CD8B1; LEU2; LY3; LYT3; P37,REAL,Miltenyi
mouse,CD8b,H35-17.2,130-106-315,APC,"CD8b Antibody, anti-mouse",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,Hybridoma,Miltenyi
mouse,CD8b,H35-17.2,130-134-102,FITC,"CD8b Antibody, anti-mouse",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,Hybridoma,Miltenyi
mouse,CD8b,H35-17.2,130-124-434,PE,"CD8b Antibody, anti-mouse",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,Hybridoma,Miltenyi
mouse,CD8b,REA793,130-111-712,APC,"CD8b Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,REA,Miltenyi
mouse,CD8b,REA793,130-111-710,FITC,"CD8b Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,REA,Miltenyi
mouse,CD8b,REA793,130-111-711,PE,"CD8b Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD8B; CD8B1; LY-3; LY-C; LYT-3,REA,Miltenyi
human,CD9,REA1071,130-118-808,APC,"CD9 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,BTCC-1; CD9; DRAP-27; MIC3; MRP-1; TSPAN-29; TSPAN29,REA,Miltenyi
human,CD9,REA1071,130-118-806,FITC,"CD9 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,BTCC-1; CD9; DRAP-27; MIC3; MRP-1; TSPAN-29; TSPAN29,REA,Miltenyi
human,CD9,REA1071,130-118-807,PE,"CD9 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,BTCC-1; CD9; DRAP-27; MIC3; MRP-1; TSPAN-29; TSPAN29,REA,Miltenyi
human,CD9,SN4 C3-3A2,130-128-037,APC,"CD9 Antibody, anti-human",yes,yes,no,,,,,BTCC-1; CD9; DRAP-27; MIC3; MRP-1; TSPAN-29; TSPAN29,Hybridoma,Miltenyi
human,CD9,SN4 C3-3A2,130-123-761,PE,"CD9 Antibody, anti-human",yes,yes,no,,,,,BTCC-1; CD9; DRAP-27; MIC3; MRP-1; TSPAN-29; TSPAN29,Hybridoma,Miltenyi
mouse,CD9,MZ3,130-102-612,APC,"CD9 Antibody, anti-mouse",,,,,yes,no,,CD9; TSPAN29,Hybridoma,Miltenyi
mouse,CD9,MZ3,130-102-579,FITC,"CD9 Antibody, anti-mouse",,,,,yes,no,,CD9; TSPAN29,Hybridoma,Miltenyi
mouse,CD9,MZ3,130-102-621,PE,"CD9 Antibody, anti-mouse",,,,,yes,no,,CD9; TSPAN29,Hybridoma,Miltenyi
mouse,CD9,REAL501,130-123-058,APC,"CD9 Antibody, anti-mouse, REAlease®",,,,,,yes,,CD9; TSPAN29,REAL,Miltenyi
mouse,CD9,REAL501,130-123-050,FITC,"CD9 Antibody, anti-mouse, REAlease®",,,,,,yes,,CD9; TSPAN29,REAL,Miltenyi
mouse,CD9,REAL501,130-123-052,PE,"CD9 Antibody, anti-mouse, REAlease®",,,,,,yes,,CD9; TSPAN29,REAL,Miltenyi
human,CD90,REA897,130-114-861,APC,"CD90 Antibody, anti-human, REAfinity™",,yes,,,,,,CD90; CDW90; THY1,REA,Miltenyi
human,CD90,REA897,130-114-859,FITC,"CD90 Antibody, anti-human, REAfinity™",,yes,,,,,,CD90; CDW90; THY1,REA,Miltenyi
human,CD90,REA897,130-114-860,PE,"CD90 Antibody, anti-human, REAfinity™",yes,yes,,,,,,CD90; CDW90; THY1,REA,Miltenyi
human,CD90,REAL677,130-124-176,PE,"CD90 Antibody, anti-human, REAdye_lease™",,,yes,,,,,CD90; CDW90; THY1,REAL,Miltenyi
human,CD90,DG3,130-117-385,APC,"CD90 Antibody, anti-human",yes,yes,no,,,,,CD90; CDW90; THY1,Hybridoma,Miltenyi
human,CD90,DG3,130-117-684,FITC,"CD90 Antibody, anti-human",yes,yes,no,,,,,CD90; CDW90; THY1,Hybridoma,Miltenyi
human,CD90,DG3,130-117-388,PE,"CD90 Antibody, anti-human",yes,yes,no,,,,,CD90; CDW90; THY1,Hybridoma,Miltenyi
human,CD90,REAL449,130-120-886,FITC,"CD90 Antibody, anti-human, REAlease®",yes,yes,,,,,,CD90; CDW90; THY1,REAL,Miltenyi
human,CD90,REAL449,130-120-541,PE,"CD90 Antibody, anti-human, REAlease®",yes,yes,,,,,,CD90; CDW90; THY1,REAL,Miltenyi
"mouse, rat",CD90.1,His51,130-102-634,APC,"CD90.1 Antibody, anti-mouse/rat",,,,,yes,,,CD7; CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,Hybridoma,Miltenyi
"mouse, rat",CD90.1,His51,130-102-635,FITC,"CD90.1 Antibody, anti-mouse/rat",,,,,yes,,,CD7; CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,Hybridoma,Miltenyi
"mouse, rat",CD90.1,REA838,130-112-874,APC,"CD90.1 Antibody, anti-mouse/rat, REAfinity™",,,,,yes,,,CD7; CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REA,Miltenyi
"mouse, rat",CD90.1,REA838,130-112-872,FITC,"CD90.1 Antibody, anti-mouse/rat, REAfinity™",,,,,yes,,,CD7; CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REA,Miltenyi
"mouse, rat",CD90.1,REA838,130-112-873,PE,"CD90.1 Antibody, anti-mouse/rat, REAfinity™",,,,,yes,,,CD7; CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REA,Miltenyi
mouse,CD90.2,30-H12,130-123-783,APC,"CD90.2 Antibody, anti-mouse",,,,,yes,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,Hybridoma,Miltenyi
mouse,CD90.2,30-H12,130-120-175,FITC,"CD90.2 Antibody, anti-mouse",,,,,yes,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,Hybridoma,Miltenyi
mouse,CD90.2,30-H12,130-102-489,PE,"CD90.2 Antibody, anti-mouse",,,,,yes,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,Hybridoma,Miltenyi
mouse,CD90.2,REA1167,130-120-898,APC,"CD90.2 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REA,Miltenyi
mouse,CD90.2,REA1167,130-120-897,PE,"CD90.2 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REA,Miltenyi
mouse,CD90.2,REAL294,130-136-704,Vio B515,"CD90.2 Antibody, anti-mouse, REAlease®",,,,,,yes,,CD90; T25; THY-1; THY-1.2.1; THY1; THY1.2,REAL,Miltenyi
human,CD94,REA113,130-098-976,APC,"CD94 Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD94; KLRD1,REA,Miltenyi
human,CD94,REA113,130-123-678,FITC,"CD94 Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD94; KLRD1,REA,Miltenyi
human,CD94,REA113,130-123-735,PE,"CD94 Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD94; KLRD1,REA,Miltenyi
human,CD95 (FAS),DX2,130-117-701,APC,"CD95 (FAS) Antibody, anti-human",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,Hybridoma,Miltenyi
human,CD95 (FAS),DX2,130-124-214,FITC,"CD95 (FAS) Antibody, anti-human",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,Hybridoma,Miltenyi
human,CD95 (FAS),DX2,130-123-706,PE,"CD95 (FAS) Antibody, anti-human",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,Hybridoma,Miltenyi
human,CD95 (FAS),REA738,130-113-005,APC,"CD95 (FAS) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,REA,Miltenyi
human,CD95 (FAS),REA738,130-113-003,FITC,"CD95 (FAS) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,REA,Miltenyi
human,CD95 (FAS),REA738,130-113-004,PE,"CD95 (FAS) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,REA,Miltenyi
human,CD95 (FAS),REAL186,130-114-947,APC,"CD95 (FAS) Antibody, anti-human, REAlease®",yes,,,,,,,ALPS1A; APO-1; APT1; CD951; FAS; FASTM; TNFRSF6,REAL,Miltenyi
mouse,CD95 (FAS),REA453,130-123-568,APC,"CD95 (FAS) Antibody, anti-mouse, REAfinity™",,,,,yes,,,AI196731; APO1; APT1; CD95; FAS; LPR; TNFR6; TNFRSF6,REA,Miltenyi
mouse,CD95 (FAS),REA453,130-119-657,PE,"CD95 (FAS) Antibody, anti-mouse, REAfinity™",,,,,yes,,,AI196731; APO1; APT1; CD95; FAS; LPR; TNFR6; TNFRSF6,REA,Miltenyi
human,CD97,REA1242,130-124-970,APC,"CD97 Antibody, anti-human, REAfinity™",no,yes,no,,,,,ADGRE5; CD97; TM7LN1,REA,Miltenyi
human,CD97,REA1242,130-124-969,PE,"CD97 Antibody, anti-human, REAfinity™",no,yes,no,,,,,ADGRE5; CD97; TM7LN1,REA,Miltenyi
human,CD97,VIM3b,130-097-100,APC,"CD97 Antibody, anti-human",no,yes,no,,,,,ADGRE5; CD97; TM7LN1,Hybridoma,Miltenyi
human,CD97,VIM3b,130-126-366,FITC,"CD97 Antibody, anti-human",no,yes,no,,,,,ADGRE5; CD97; TM7LN1,Hybridoma,Miltenyi
human,CD97,VIM3b,130-097-102,PE,"CD97 Antibody, anti-human",no,yes,no,,,,,ADGRE5; CD97; TM7LN1,Hybridoma,Miltenyi
human,CD98,REA387,130-127-296,APC,"CD98 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,SLC3A2; 4F2; CD98; MDU1; 4F2HC; 4T2HC; NACAE; CD98HC,REA,Miltenyi
human,CD98,REA387,130-120-051,PE,"CD98 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,SLC3A2; 4F2; CD98; MDU1; 4F2HC; 4T2HC; NACAE; CD98HC,REA,Miltenyi
human,CD98,REAL355,130-127-515,APC,"CD98 Antibody, anti-human, REAdye_lease™",,yes,,,,,,SLC3A2; 4F2; CD98; MDU1; 4F2HC; 4T2HC; NACAE; CD98HC,REAL,Miltenyi
human,CD98,REAL355,130-127-514,PE,"CD98 Antibody, anti-human, REAdye_lease™",,yes,,,,,,SLC3A2; 4F2; CD98; MDU1; 4F2HC; 4T2HC; NACAE; CD98HC,REAL,Miltenyi
human,CD99,3B2/TA8,130-124-247,APC,"CD99 Antibody, anti-human",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,Hybridoma,Miltenyi
human,CD99,3B2/TA8,130-124-220,FITC,"CD99 Antibody, anti-human",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,Hybridoma,Miltenyi
human,CD99,3B2/TA8,130-123-763,PE,"CD99 Antibody, anti-human",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,Hybridoma,Miltenyi
human,CD99,REA1174,130-121-079,APC,"CD99 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REA,Miltenyi
human,CD99,REA1174,130-121-078,PE,"CD99 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REA,Miltenyi
human,CD99,REAL687,130-125-010,FITC,"CD99 Antibody, anti-human, REAlease®",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REAL,Miltenyi
human,CD99,REAL687,130-125-012,PE,"CD99 Antibody, anti-human, REAlease®",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REAL,Miltenyi
human,CD99,REAL687,130-129-540,Vio B515,"CD99 Antibody, anti-human, REAlease®",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REAL,Miltenyi
human,CD99,REAL687,130-131-586,Vio R667,"CD99 Antibody, anti-human, REAlease®",yes,yes,yes,,,,,CD99; HBA71; MIC2; MIC2X; MIC2Y; MSK5X,REAL,Miltenyi
human,CDX2,REA1416,130-137-295,APC,"CDX2 Antibody, anti-human, REAfinity™",,,yes,,,,,CDX2; CDX3; CDX-3; CDX2/AS,REA,Miltenyi
human,CDX2,REA1416,130-137-302,FITC,"CDX2 Antibody, anti-human, REAfinity™",,,yes,,,,,CDX2; CDX3; CDX-3; CDX2/AS,REA,Miltenyi
human,CFTR,REAL1314,130-130-225,FITC,"CFTR Antibody, anti-human, REAdye_lease™",,,yes,,,,,CTFR; CF; MRP7; ABC35; ABCC7; CFTR/MRP; TNR-CFTR; dJ760C5.1,REAL,Miltenyi
human,CFTR,REAL1314,130-136-398,Vio R667,"CFTR Antibody, anti-human, REAdye_lease™",,,yes,,,,,CTFR; CF; MRP7; ABC35; ABCC7; CFTR/MRP; TNR-CFTR; dJ760C5.1,REAL,Miltenyi
human,Chromogranin A,REAL1033,130-127-827,APC,"Chromogranin A Antibody, anti-human, REAdye_lease™",,no,yes,,,,,CHGA; CGA; PHE5; PHES,REAL,Miltenyi
human,Chromogranin A,REAL1033,130-127-832,PE,"Chromogranin A Antibody, anti-human, REAdye_lease™",,no,yes,,,,,CHGA; CGA; PHE5; PHES,REAL,Miltenyi
human,CLA,HECA-452,130-127-807,FITC,"CLA Antibody, anti-human",yes,yes,yes,,,,,,Hybridoma,Miltenyi
human,CLA,HECA-452,130-123-707,PE,"CLA Antibody, anti-human",yes,yes,yes,,,,,,Hybridoma,Miltenyi
human,CLA,REA1101,130-119-044,APC,"CLA Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,,REA,Miltenyi
human,CLA,REA1101,130-119-043,PE,"CLA Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,,REA,Miltenyi
human,Claudin-18,REAL981,130-127-264,APC,"Claudin-18 Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,CLDN18; SFTA5; SFTPJ,REAL,Miltenyi
human,Claudin-18,REAL981,130-127-273,PE,"Claudin-18 Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,CLDN18; SFTA5; SFTPJ,REAL,Miltenyi
human,Cleaved PARP1,REA1316,130-135-495,APC,"Cleaved PARP1 Antibody, anti-human, REAfinity™",,yes,yes,yes,,,,PARP1; ADPRT; ADPRT 1; ADPRT1; ARTD1; PARP; PARP-1; PARS; PPOL; Poly-PARP; pADPRT-1,REA,Miltenyi
human,Cleaved PARP1,REA1316,130-128-159,PE,"Cleaved PARP1 Antibody, anti-human, REAfinity™",,yes,yes,yes,,,,PARP1; ADPRT; ADPRT 1; ADPRT1; ARTD1; PARP; PARP-1; PARS; PPOL; Poly-PARP; pADPRT-1,REA,Miltenyi
human,CLIP,REA296,130-104-403,APC,"CLIP Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD74; DHLAG; HLADG; IA-GAMMA; II,REA,Miltenyi
human,CLIP,REA296,130-132-451,FITC,"CLIP Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD74; DHLAG; HLADG; IA-GAMMA; II,REA,Miltenyi
human,CLIP,REA296,130-104-402,PE,"CLIP Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD74; DHLAG; HLADG; IA-GAMMA; II,REA,Miltenyi
human,c-Met (HGFR),REA1397,130-136-372,PE,"c-Met (HGFR) Antibody, anti-human, REAfinity™",,,yes,,,,,MET; DA11; HGFR; AUTS9; RCCP2; c-Met; DFNB97,REA,Miltenyi
human,Collagen I,REAL958,130-127-017,APC,"Collagen I Antibody, anti-human, REAdye_lease™",,,yes,yes,,,,COL1A1; COL1A2; CAFYD; EDSARTH1; EDSC; OI1; OI2; OI3; OI4; EDSARTH2; EDSCV,REAL,Miltenyi
human,Collagen I,REAL958,130-127-026,PE,"Collagen I Antibody, anti-human, REAdye_lease™",,,yes,yes,,,,COL1A1; COL1A2; CAFYD; EDSARTH1; EDSC; OI1; OI2; OI3; OI4; EDSARTH2; EDSCV,REAL,Miltenyi
human,Collagen I,REAL1355,130-130-612,APC,"Collagen I Antibody, anti-human, REAdye_lease™",,yes,,,,,,COL1A1; COL1A2; CAFYD; EDSARTH1; EDSC; OI1; OI2; OI3; OI4; EDSARTH2; EDSCV,REAL,Miltenyi
human,Collagen I,REAL1355,130-130-615,PE,"Collagen I Antibody, anti-human, REAdye_lease™",,yes,,,,,,COL1A1; COL1A2; CAFYD; EDSARTH1; EDSC; OI1; OI2; OI3; OI4; EDSARTH2; EDSCV,REAL,Miltenyi
human,Collagen I,REAL1355,130-130-621,Vio B515,"Collagen I Antibody, anti-human, REAdye_lease™",,yes,,,,,,COL1A1; COL1A2; CAFYD; EDSARTH1; EDSC; OI1; OI2; OI3; OI4; EDSARTH2; EDSCV,REAL,Miltenyi
human,Collagen III,REAL912,130-127-357,PE,"Collagen III Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,COL3A1; EDS4A; EDSVASC; PMGEDSV,REAL,Miltenyi
human,Collagen IV,REAL567,130-122-866,PE,"Collagen IV Antibody, anti-human, REAdye_lease™",yes,yes,no,,,,,COL4A1; BSVD; BSVD1; RATOR,REAL,Miltenyi
human,Collagen IV,REAL1212,130-129-278,PE,"Collagen IV Antibody, anti-human, REAdye_lease™",,yes,no,,,,,COL4A1; BSVD; BSVD1; RATOR,REAL,Miltenyi
human,Collagen IV,REAL1212,130-130-515,Vio B515,"Collagen IV Antibody, anti-human, REAdye_lease™",,yes,,,,,,COL4A1; BSVD; BSVD1; RATOR,REAL,Miltenyi
human,Connexin 43 (GJA1),REAL935,130-127-403,PE,"Connexin 43 (GJA1) Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,GJA1; HSS; CMDR; CX43; EKVP; GJAL; ODDD; AVSD3; EKVP3; HLHS1; PPKCA,REAL,Miltenyi
human,COX-4,REAL694,130-126-578,PE,"COX-4 Antibody, anti-human, REAdye_lease™",yes,no,yes,,,,,COX4I1; COX IV-1; COX4; COX4-1; COXIV; COXIV-1; MC4DN16; Cox4a,REAL,Miltenyi
human,COX-4,REAL694,130-131-530,Vio B515,"COX-4 Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,COX4I1; COX IV-1; COX4; COX4-1; COXIV; COXIV-1; MC4DN16; Cox4a,REAL,Miltenyi
human,C-peptide,REAL1250,130-129-678,APC,"C-peptide Antibody, anti-human, REAdye_lease™",,no,yes,,,,,INS; IDDM; ILPR; IRDN; IDDM1; IDDM2; PNDM4; MODY10,REAL,Miltenyi
human,C-peptide,REAL1250,130-129-690,PE,"C-peptide Antibody, anti-human, REAdye_lease™",,no,yes,,,,,INS; IDDM; ILPR; IRDN; IDDM1; IDDM2; PNDM4; MODY10,REAL,Miltenyi
human,C-peptide,REAL1250,130-132-037,Vio B515,"C-peptide Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,INS; IDDM; ILPR; IRDN; IDDM1; IDDM2; PNDM4; MODY10,REAL,Miltenyi
human,CX3CR1,REA385,130-119-579,APC,"CX3CR1 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CCRL1; CMKBRL1; CMKDR1; CX3CR1; GPR13; GPRV28; V28,REA,Miltenyi
human,CX3CR1,REA385,130-122-912,PE,"CX3CR1 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CCRL1; CMKBRL1; CMKDR1; CX3CR1; GPR13; GPRV28; V28,REA,Miltenyi
human,Cyclin E1,REAL1136,130-131-028,FITC,"Cyclin E1 Antibody, anti-human, REAdye_lease™",,,yes,,,,,CCNE1; CCNE; pCCNE1,REAL,Miltenyi
human,Cyclin E1,REAL1136,130-131-053,Vio B515,"Cyclin E1 Antibody, anti-human, REAdye_lease™",,,yes,,,,,CCNE1; CCNE; pCCNE1,REAL,Miltenyi
human,Cyclin E1,REAL1136,130-133-167,Vio R667,"Cyclin E1 Antibody, anti-human, REAdye_lease™",,,yes,,,,,CCNE1; CCNE; pCCNE1,REAL,Miltenyi
human,Cytokeratin 10,REAL611,130-126-430,APC,"Cytokeratin 10 Antibody, anti-human, REAdye_lease™",no,no,yes,,,,,KRT10; BCIE; BIE; CK10; EHK; K10; KPP,REAL,Miltenyi
human,Cytokeratin 10,REAL611,130-126-433,FITC,"Cytokeratin 10 Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,KRT10; BCIE; BIE; CK10; EHK; K10; KPP,REAL,Miltenyi
"human, mouse",Cytokeratin 10,REA933,130-115-405,APC,"Cytokeratin 10 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; EHK; K10; KPP; KRT10; K1C1; KRT1-10; KRT-1.10; D130054E02RIK,REA,Miltenyi
"human, mouse",Cytokeratin 10,REA933,130-115-403,FITC,"Cytokeratin 10 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; EHK; K10; KPP; KRT10; K1C1; KRT1-10; KRT-1.10; D130054E02RIK,REA,Miltenyi
"human, mouse",Cytokeratin 10,REA933,130-115-404,PE,"Cytokeratin 10 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; EHK; K10; KPP; KRT10; K1C1; KRT1-10; KRT-1.10; D130054E02RIK,REA,Miltenyi
human,Cytokeratin 10/13,REA1138,130-119-544,APC,"Cytokeratin 10/13 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; CK13; EHK; K10; K13; KPP; KRT10; KRT13; WSN2,REA,Miltenyi
human,Cytokeratin 10/13,REA1138,130-119-542,FITC,"Cytokeratin 10/13 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; CK13; EHK; K10; K13; KPP; KRT10; KRT13; WSN2,REA,Miltenyi
human,Cytokeratin 10/13,REA1138,130-119-543,PE,"Cytokeratin 10/13 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BCIE; BIE; CK10; CK13; EHK; K10; K13; KPP; KRT10; KRT13; WSN2,REA,Miltenyi
human,Cytokeratin 10/13,REAL612,130-127-269,FITC,"Cytokeratin 10/13 Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,BCIE; BIE; CK10; CK13; EHK; K10; K13; KPP; KRT10; KRT13; WSN2,REAL,Miltenyi
human,Cytokeratin 14,REAL831,130-125-684,APC,"Cytokeratin 14 Antibody, anti-human, REAdye_lease™",yes,yes,yes,yes,,,,CK14; EBS3; EBS4; K14; KRT14; NFJ; CK-14; KRT1-14; AI626930; KRT-1.14; KA14,REAL,Miltenyi
human,Cytokeratin 14,REAL831,130-125-683,FITC,"Cytokeratin 14 Antibody, anti-human, REAdye_lease™",yes,yes,yes,yes,,,,CK14; EBS3; EBS4; K14; KRT14; NFJ; CK-14; KRT1-14; AI626930; KRT-1.14; KA14,REAL,Miltenyi
"human, mouse, rat",Cytokeratin 14,REA1145,130-119-730,APC,"Cytokeratin 14 Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CK14; EBS3; EBS4; K14; KRT14; NFJ; CK-14; KRT1-14; AI626930; KRT-1.14; KA14,REA,Miltenyi
